Category;SubCategory;Acronym;Organisation-FR;Description;Address;Apartment;City;Province;Postal Code;Métro;Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday;OpenHours;Phone1;Phone2;Fax;Website;Email;Notes
MentalHealth;;;TRACOM (Crisis services in Mental Health);Tracom est un organisme communautaire à but non lucratif de première ligne qui offre des services gratuits, spécialisés en intervention de crise, et ce, 24 heures par jour, 7 jours sur 7.;;;;;;;;;;;;;;;(514) 483-3033;;(514) 483-2516;https://www.tracom.ca/home;;
MentalHealth;;;Curateur public;Govermental Services - A protector makes sure the person is kept safe and sound. They ensure their living conditions are adequate (housing, food, clothing, care, recreation, safety, etc.) and can also help manage their assets (bank accounts, bill payments, income tax returns, etc.). Just as each situation is unique, so is each protector, but one thing is certain: Being there for your loved one is the best way to protect them.;600, boulevard René Levesque Ouest;;Montréal;Québec;H3B 4W9;;;;;;;;;;(514) 873-4074;1 800 363-9020;(514) 873-4972;https://www.curateur.gouv.qc.ca/cura/fr/index.html;;Manages finances and care for incapacitated individuals.
MentalHealth;;;ADPPPC (Association for the Defense of People and Property under Public Curatorship);The Association for the Defense of People and Property under Public Curatorship (ADPPPC) was created to complete and balance the picture by relating the clients’ side of the story so that people who want to know about the Public Curator or who happen to get involved with it would have a better understanding of how to deal with it.;1857 Boulevard de Maisonneuve ouest, Suite #120;Suite #120;Montreal;Québec;H3H 1J9;;;09h00-17h00;09h00-17h00;09h00-17h00;09h00-17h00;09h00-17h00;;Lundi à vendredi, 9h à 17h.;(514) 906-1845;;;http://curabec.org/;;Defends rights of people or property under public curatorship.
MentalHealth;;;Urgence Psychosociale-Justice;Crisis intervention for situations involving people with an altered mental state. Telephone counselling on avenues of intervention that can prevent the deterioration of a person's mental state.;;;;;;;;;;;;;;;(514) 861 9331 ext. 8163 ou 8171;;;https://ciusss-centresudmtl.gouv.qc.ca/;;Emergency interventions for clients with severe and persistent mental helth problems who have performed or are about to perform a criminal act. Will be there within 20 minutes of being called.
MentalHealth;ListeningServices;;Face à Face;The Face à Face Listening and Intervention Centre offers active listening, intervention, and collaborative support to vulnerable and isolated individuals, on the telephone and in person, in order to encourage the process of empowerment and social reintegration;980, rue St-Antoine Ouest #101B;#101B;Montréal;Québec;H3C 1A8;;;;;;;;;;(514) 934-4546;;(514) 934-0063;https://faceafacemontreal.org;;Service d’écoute et de référence. Aide sociale pour les sans-abri. Recherche de logement.
MentalHealth;ListeningServices;;Multi-Écoute;(Listening & psychological services);3600, rue Barclay, bureau 460;bureau 460;Montréal;Québec;H3S 1K5;;;;;;;;;;(514) 737-3604;;(514) 737-5631;http://www.multiecoute.org/;;
MentalHealth;ListeningServices;;Suicide action Montréal;Suicide Action Montréal is offering Montrealers who are either witnesses, distressed, worried or bereaved, a range of support services to help them through their problems. Our services also cover the support and formation of crisis workers and organisations iinvolved or touched by suicide.;;;;;;;;;;;;;;;(514) 723-4000;;;http://suicideactionmontreal.org/en/;;
MentalHealth;ListeningServices;;Tel-Aide;Le Centre de crise de Toronto fournit les formations de la première heure. Par la suite, ce sont des bénévoles de Tel-Aide qui assumeront la sélection des nouveaux écoutants, la formation de base, l’accompagnement à l’écoute et la formation continue.;;;;;;;;;;;;;;;(514) 935-1101;(514) 935-1105;;http://www.telaide.org/;;
MentalHealth;CrisisCentres;TRACOM;TRACOM;Tracom est un organisme communautaire à but non lucratif de première ligne qui offre des services gratuits, spécialisés en intervention de crise, et ce, 24 heures par jour, 7 jours sur 7.;;;;;;;;;;;;;;;(514) 483-3033;;;https://www.tracom.ca/;;
MentalHealth;CrisisCentres;;Iris;IRIS provides eyecare services including eyewear, eye exams and vision correction surgery.;2430, boulevard Henri Bourassa Est;;Montréal;Québec;H2C 1C7;;;;;;;;;;(514) 388-9233;;;https://iris.ca/en/;;
MentalHealth;CrisisCentres;;L’Autre Maison;Le Centre L’Autre Maison est une organisme sans but lucratif qui soutient une approche alternative et qui propose une vision psychosociale de la crise. L’Autre Maison favorise la collaboration, la concertation et l’engagement des usagers des organismes communautaires et institutionnels afin que l’expertise de chacun soit mise au service de la personne.;;;;;;;;;;;;;;;(514) 768-7225;;(514) 282-9163;https://www.centredecrise.ca/lautre-maison;;Hébergement court-terme, suivi, écoute téléphonique.
MentalHealth;CrisisCentres;;Le Transit;Le Centre vient en aide aux personnes qui se sentent un jour ou l’autre dépassées par un événement stressant de la vie ou par une difficulté qui semble insurmontable.;538, rue Cherrier;;Montréal;Québec;H2L 1H3;;;;;;;;;;(514) 282-7753;;(514) 282-9163;https://www.centredecrise.ca/le-transit;;24 HEURES – 7 JOURS
MentalHealth;CrisisCentres;;Centre de crise - Équipe Mobile Résolution;Les centres offrent des services de crise pour toutes personnes adultes vivant une situation de détresse, à risque de suicide ou non, ainsi qu'à leurs proches.;;;;;;;;;;;;;;24 HEURES – 7 JOURS;(514) 351-9592;;;https://www.centredecrise.ca/;;
MentalHealth;CrisisCentres;;Montreal West Island Crisis Centre  (Confidentiel;The West Island Crisis Center’s mission is to meet the needs of adults experiencing a situational crisis, emotional distress, suicidal or otherwise. As well as to bring support to the loved ones of those in crisis.;;;;;;;;;;;;;;;(514)684-6160;;;https://www.centredecriseoi.com;;
HealthAndSocialServices;;;Régie de l’assurance maladie (RAMQ) / Medicare;The Régie de l'assurance maladie du Québec is the government health insurance board in the province of Quebec, Canada. The no-longer-official English name is Quebec Health Insurance Board. Under the system, most residents of Quebec have basic health coverage;425, boulevard de Maisonneuve Ouest, 3e étage;;Montréal;Québec;H3A 3G5;Place des Arts;;08h30-16h30;08h30-16h30;10h00-16h30;08h30-16h30;08h30-16h30;;Lundi à vendredi 08h30 à 16h30, mercredi 10h00 à 16h30;(514) 864-3411;;;http://www.ramq.gouv.qc.ca/;;
HealthAndSocialServices;;;CLSC Côte-des-Neiges (CSSS de la Montagne);The Integrated Health and Social Services University Network for West-Central Montreal (CIUSSS West-Central Montreal) is committed to providing healthcare recipients with timely access to a seamless continuum of care that focuses on individuals’ particular needs. The area covered by this network is home to approximately 362,000 people, who are served by a partnership of more than 30 complementary healthcare facilities. Included are one of Montreal’s leading hospitals (the Jewish General Hospital) and an interlocking array of three specialized hospitals, five CLSCs, two rehabilitation centres, four residential centres, two long-term geriatric residences, and two day centres. Treatment and care are provided by a staff of more than 10,000, including approximately 700 doctors.;5700, chemin de la Côte-des-Neiges (coin Côte-Sainte-Catherine);;Montréal;Québec;H3T 2A8;;08h00-16h00;08h00-20h00;08h00-20h00;08h00-20h00;08h00-20h00;08h00-20h00;08h00-16h00;Lundi à vendredi 08h00 à 20h00, samedi à dimanche 08h00 à 16h00;(514) 731-8531;;;https://csssdelamontagne.qc.ca/;;
HealthAndSocialServices;;;CLSC René Cassin (CSSS Cavendish) (Côte-Saint-Luc / Hampstead);The Integrated Health and Social Services University Network for West-Central Montreal (CIUSSS West-Central Montreal) is committed to providing healthcare recipients with timely access to a seamless continuum of care that focuses on individuals’ particular needs. The area covered by this network is home to approximately 362,000 people, who are served by a partnership of more than 30 complementary healthcare facilities. Included are one of Montreal’s leading hospitals (the Jewish General Hospital) and an interlocking array of three specialized hospitals, five CLSCs, two rehabilitation centres, four residential centres, two long-term geriatric residences, and two day centres. Treatment and care are provided by a staff of more than 10,000, including approximately 700 doctors.;5800, rue Cavendish, 6e étage;;Côte-Saint-Luc;Québec;H4W 2T5;;08h00-16h00;08h00-18h00;08h00-18h00;08h00-18h00;08h00-18h00;08h00-18h00;08h00-16h00;Lundi à vendredi 08h00 à 18h00, samedi, dimanche et jours fériés 08h00 à 16h00;(514) 484-7878;;;https://cssscavendish.qc.ca;;Clinique sans rendez-vous des soins infirmiers : 8h à 15h, tous les jours.
HealthAndSocialServices;;;CLSC de Benny Farm (CSSS Cavendish) (NDG / MTL Ouest);The Integrated Health and Social Services University Network for West-Central Montreal (CIUSSS West-Central Montreal) is committed to providing healthcare recipients with timely access to a seamless continuum of care that focuses on individuals’ particular needs. The area covered by this network is home to approximately 362,000 people, who are served by a partnership of more than 30 complementary healthcare facilities. Included are one of Montreal’s leading hospitals (the Jewish General Hospital) and an interlocking array of three specialized hospitals, five CLSCs, two rehabilitation centres, four residential centres, two long-term geriatric residences, and two day centres. Treatment and care are provided by a staff of more than 10,000, including approximately 700 doctors.;6484, avenue de Monkland;;Montréal;QC;H4B 1H3;;;08h00-18h00;08h00-18h00;08h00-18h00;08h00-18h00;08h00-18h00;;Lundi à vendredi 08h00 à 18h00;(514) 484-7878;;;https://cssscavendish.qc.ca;;(clinique sans rendez-vous des soins infirmiers : 8h à 15h). Samedi, dimanche et jours fériés : fermé.
HealthAndSocialServices;;;CLSC des Faubourgs (CSSS Jeanne Mance);The Integrated Health and Social Services University Network for West-Central Montreal (CIUSSS West-Central Montreal) is committed to providing healthcare recipients with timely access to a seamless continuum of care that focuses on individuals’ particular needs. The area covered by this network is home to approximately 362,000 people, who are served by a partnership of more than 30 complementary healthcare facilities. Included are one of Montreal’s leading hospitals (the Jewish General Hospital) and an interlocking array of three specialized hospitals, five CLSCs, two rehabilitation centres, four residential centres, two long-term geriatric residences, and two day centres. Treatment and care are provided by a staff of more than 10,000, including approximately 700 doctors.;66, rue Sainte-Catherine Est;;Montréal;Québec;H2X 1K6;;;;;;;;;;(514) 527-2361;;;https://jeannemance.ciusss-centresudmtl.gouv.qc.ca/;;Services to homeless people. Clinique jeunesse est maintenant à la même adresse.
HealthAndSocialServices;;;Protection de la jeunesse (Francophone) - Centre Jeunesse Centre Ville;A Youth Centre, also known as a Child and Youth Protection Centre (CPEJ) is a rehabilitation centre for young people. The range of services provided by Youth Centres includes: psychosocial services (psychologists, psychoeducators, social workers, etc.), social emergency interventions when required (under the Youth Protection Act and the Youth Criminal Justice Act), and child placement, family mediation and expertise before the Superior Court on matters such as child custody, adoption and biological history.;1001, boulevard de Maisonneuve Est;;Montréal;Québec;H2L 4R5;;;;;;;;;;(514) 896-3300;(514) 896-3100;;https://santemontreal.qc.ca/population/ressources/centres-jeunesse/;;
HealthAndSocialServices;;;Department of Youth Protection (Batshaw Youth & Family Services);Created in 1992, the Batshaw Youth and Family Centers (Batshaw Centers) are a non-profit institution that is part of the Quebec health and social services network. The founding institutions (the Ville-Marie Child and Youth Protection Center, the Shawbridge Youth Centers, the Horizons Youth Center and the Mont St-Patrick Youth Center), as well as the services Youth Protection Center of the Jewish Social Services Center for the Family, are the Batshaw Centers that continue a tradition of nearly two hundred years of child and family service. The name of our school honors Mr. Manuel G. Batshaw, social worker and activist emeritus.;5, rue Weredale Park;;Westmount;Québec;H3Z 1Y5;;;;;;;;;;(514) 989-1885;;(514) 935-6196;http://www.batshaw.qc.ca/en;;
HealthAndSocialServices;;;Office des personnes handicapées du Québec;L’Office des personnes handicapées du Québec est un organisme gouvernemental qui contribue à accroître la participation sociale des personnes handicapées.;500, boulevard René Lévesque Ouest, bureau 15.700;bureau 15.700;Montréal;Québec;H2Z 1W7;;;;;;;;;;1 800 567-1465;;;https://www.ophq.gouv.qc.ca/;;
HealthAndSocialServices;CommunityOrganizations;;CAAP (Centre d'assistance et d'accompagnement aux plaintes;La Fédération a pour mission de faire connaître le mandat des Centres d’assistance et d’accompagnement aux plaintes (CAAP), de les soutenir dans le déploiement de leur mission, de susciter le partage et la concertation entre ses membres, et d’agir comme porte-parole pour tout ce qui concerne leurs intérêts collectifs.La FCAAP est à l’écoute de ses membres afin de répondre à leurs besoins, et assurer la promotion de leurs intérêts. Elle regroupe quatorze (14) des seize (16) CAAP, répartis dans les régions sociosanitaires du Québec.;7333, rue Saint-Denis;;Montréal;Québec;H2R 2E5;;;;;;;;;;(514) 861-5998;1 877 767-2227;;https://fcaap.ca/caap/;;
HealthAndSocialServices;CommunityOrganizations;;CPM (Conseil pour la protection des malades);The Conseil pour la protection des malades – CPM is focused on the wellbeing of all users of the province’s healthcare network, residents of healthcare institutions and committees of stakeholders. The CPM adopts a strategic approach to setting priorities for action in order to better serve those for whom the organization exists.;1000, rue Saint-Antoine Ouest, Bureau 403;Bureau 403;Montréal;Québec;H3C 3R7;;;08h30-16h30;08h30-16h30;08h30-16h30;08h30-16h30;08h30-16h30;;Lundi à vendredi 8h30 à 16h30.;(514) 861-5922;1 877 276-2433;;https://www.cpm.qc.ca/;;
HealthAndSocialServices;Hospitals;;Centre hospitalier Ste-Mary’s Hospital;À titre de l’un des meilleurs hôpitaux de Montréal, St. Mary possède un héritage dont il est fier, c’est-à-dire servir la communauté depuis 90 ans. Cet hôpital spécialisé en soins de courte durée de 271 lits pour adultes est situé au coeur de Montréal, dans l'arrondissement Côte-des-Neiges Notre-Dame-de-Grace. St. Mary a le plaisir de servir une communauté culturellement diversifiée, qui parle plus de 100 langues différentes, dont l'anglais et le français !;3830, rue Lacombe;;Montréal;Québec;H3T 1M5;Côte-des-Neiges;;;;;;;;;(514) 345-3511;;;https://www.smhc.qc.ca/en/;;
HealthAndSocialServices;Hospitals;;Centre hospitalier général juif;Since 1934, the Jewish General Hospital (JGH) has been providing cutting?edge treatment and compassionate care to patients from diverse religious and cultural backgrounds in Montreal, throughout Quebec and beyond. As one of the province’s largest and busiest acute-care hospitals, this 637?bed McGill University teaching hospital admits more than 23,000 patients a year, while handling at least 300,000 outpatient visits, 67,000 emergency visits and more than 4,000 births on an annual basis.;3755, chemin de la Côte-Sainte-Catherine;;Montréal;Québec;H3T 1E2;Côte-des-Neiges / Côte-Sainte-Catherine;;;;;;;;;(514) 340-8222;(514) 340-8222 ext. 8240;;https://www.hgj.ca/;;
HealthAndSocialServices;Hospitals;;Hope and Cope (Cancer patients);L’espoir, c’est la vie offre son aide aux personnes atteintes de cancer. Guidés par des professionnels, membres du personnel, les bénévoles, ayant déjà vécu l’expérience du cancer, fournissent un soutien psychosocial aux patients et leur recommandent des ressources pratiques pour les aider à retrouver un sentiment de contrôle et de bien-être, à réduire leur isolement et à raviver l’espoir. Aisément accessible et ouvert à tous, L’espoir, c’est la vie est un organisme financé par la collectivité. Ses locaux sont situés au Centre du cancer Segal de l’Hôpital général juif (HGJ) ainsi qu’au Centre de bien-être de L’espoir, c’est la vie HGJ.;;;;;;;;;;;;;;;(514) 340-8255;;;https://www.hopeandcope.ca/;;
HealthAndSocialServices;Hospitals;;Centre hospitalier juif;Centre d’hébergement et de soins de longue durée;5725, rue Victoria;;Montréal;Québec;H3W 3H6;Côte-Sainte-Catherine;;;;;;;;;(514) 738-4500;;(514) 738-2611;https://www.jgh.ca/;;
HealthAndSocialServices;Hospitals;;Centre universitaire de santé de McGill;Hôpital général de Montréal / Montreal General Hospital;1650, rue Cedar;;Montréal;Québec;H3G 1A4;Guy Concordia;;;;;;;;;(514) 934-1934;;;https://cusm.ca/;;
HealthAndSocialServices;Hospitals;;Hôpital de réadaptation Pavillon Lindsay;Centre spécialisé en réadaptation orthopédique;6363, rue Hudson;;Montréal;Québec;H3S 1M9;Plamondon, bus 161 Est;;;;;;;;;(514) 737-3661;;;;;
HealthAndSocialServices;Hospitals;;Hôpital Ste-Justine;Hôpital pour enfants et maternité;3175, chemin de la Côte-Sainte-Catherine;;Montréal;Québec;H3T 1C5;Université de Montréal;;;;;;;;;(514) 345-4931;;;https://www.chusj.org/;;
HealthAndSocialServices;Hospitals;;Institut de réadaptation de Montréal Pavillon Gingras;Centre pour handicapés physiques;6300, avenue Darlington;;Montréal;Québec;H3S 2J4;Rosemont + bus 161;;;;;;;;;(514) 340-2085;;;;;
HealthAndSocialServices;Hospitals;;Institut universitaire de gériatrie de Montréal;Centre d’hébergement et de soins de longue durée;4565, chemin Queen Mary;;Montréal;Québec;H3W 1W5;;10h00-16h00;07h30-16h00;07h30-16h00;07h30-16h00;07h30-16h00;07h30-16h00;10h00-16h00;Lundi à vendredi 07h30 à 16h00, samedi à dimanche 10h00 à 16h00;(514) 340-1424;;(514) 340-2802;https://ciusss-centresudmtl.gouv.qc.ca/etablissement/institut-universitaire-de-geriatrie-de-montreal-iugm;;InformationAndReferralServices;;;Centre d’action bénévole;"Meals on Wheels originated in England during the Second World War, providing meals for air-raid victims. After the war, it developed into a home care service for the elderly.Inspired by the British model, similar programs were developed in Canada in the 1960s. In 1966 the Volunteer Bureau of Montreal, in collaboration with the Victorian Order of Nurses, helped set up the first Montreal Meals on Wheels group. Today, over 200 Meals on Wheels groups (known in French as Popotes roulantes) are at work across the province of Quebec. Nearly two-thirds of the groups in the Montreal area are affiliated with the Volunteer Bureau of Montreal.Lunch Clubs (congregate dining services) are another important form of volunteer food service for seniors. Nearly fifty Lunch Clubs are affiliated with the Volunteer Bureau of Montreal's Volunteer Food Services Central Office. ";2015, rue Drummond, bureau 300;bureau 300;Montréal;Québec;H3G 1W7;;;09h00-18h00;09h00-18h00;09h00-18h00;09h00-18h00;09h00-18h00;;Lundi à vendredi 09h00 à 18h00;(514) 842-3351;;;http://cabm.net/;;
InformationAndReferralServices;;;Centre de référence du Grand Montréal;Le Centre de Référence du Grand Montréal est un organisme sans but lucratif autonome et bilingue qui donne gratuitement de l’information sur les ressources sociales et communautaires du Grand Montréal. Le Centre oriente rapidement vers l’organisme approprié toute personne qui cherche une réponse à ses besoins, notamment en sécurité sociale, santé, travail, bien-être et loisir.;3155, rue Hochelaga, bureau 101;bureau 101;Montréal;Québec;H1W 1G4;;;;;;;;;;(514) 527-1375;;;http://www.info-reference.qc.ca/www/Home.php?locale=fr-CA;;Informations seulement par téléphone / Information given only by phone
InformationAndReferralServices;;;Jewish Information and Referral Service;UJA Federation's mission is to preserve and strengthen the quality of Jewish life in Greater Toronto, Canada, Israel and around the world through philanthropic, volunteer and professional leadership. Year after year, UJA’s Annual Campaign - which raises approximately $60 million annually - allows UJA to care for our most vulnerable, build and strengthen Jewish identity and education, invest in Israel and overseas, and promote Jewish/Israel advocacy, while also creating infrastructure throughout the GTA that serves not only the Jewish community, but the community-at-large.;5151, chemin de la Côte-Sainte-Catherine;;Montréal;Québec;H3W 1M6;;;;;;;;;;(514) 733-1818;;;https://jewishtoronto.com/directory/jewish-information-and-referral-service-baltimore;;
InformationAndReferralServices;;;Multi-Écoute (Aide à remplir les formulaires, information et référence);La mission du Centre Multi-Écoute est de faire de la prévention en santé mentale et d’aider à l’intégration sociale de toute personne qui en éprouve le besoin, nous portons une attention particulière aux personnes immigrantes. Services offerts: écoute téléphonique en plusieurs langues, suivis psychosociaux, remplissage de formulaires (citoyenneté, permis de travail et autres), assermentation.;3600, rue Barclay, bureau 460;bureau 460;Montréal;Québec;H3S 1K5;;;;;;;;;;(514) 737-3604;;(514) 737-5631;;;
InformationAndReferralServices;;;Services Québec (Information sur les programmes gouvernementaux);Services Québec est la porte d’entrée des services gouvernementaux pour les citoyens et les entreprises sur tout le territoire. Sa mission est d’offrir un accès simplifié aux services publics en personne, par téléphone et en ligne.;2050, rue de Bleury, Bureau 10;Bureau 10;Montréal;Québec;H3A 2J5;;;08h30-16h30;08h30-16h30;08h30-16h30;08h30-16h30;08h30-16h30;;Lundi à vendredi 08h30 à 16h30;(514) 644-4545;;;https://www.quebec.ca/services-quebec/;;
InformationAndReferralServices;;;Référence Canada;;;;;;;;;;;;;;;;1 800 622-6232;;;servicecanada.qc.ca;;Informations sur les programmes fédéraux / Information on federal programs
LegalAid;;;Aide juridique / Legal Aid (Côte-Des-Neiges Office);En 1973, la Commission des services juridiques crée le Centre communautaire juridique de Montréal (CCJM). La mission du Centre : fournir de l’aide juridique aux résidents des territoires de Montréal et de Laval, en vertu de la Loi sur l’aide juridique et la prestation de certains autres services juridiques. Depuis plus de 40 ans, nous nous appliquons chaque jour à aider et informer les citoyens à propos de leurs problèmes juridiques.;3535, chemin Queen Mary, bureau 415;bureau 415;Montréal;Québec;H3V 1H8;;;08h30-16h30;08h30-16h30;08h30-16h30;08h30-16h30;08h30-16h30;;Heures : lundi à vendredi 8h30 à 12h00, 13h00 à 16h30.;(514) 864-7666;;;https://www.aidejuridiquedemontreal.ca/en/points_services/legal-aid-office-cote-des-neiges/;baj.cotedesneiges@ccjm.qc.ca;Champs d’intervention : Droit familiale, civil, administratif (aide sociale, CNESST), du logement, et faillite.
LegalAid;;;Legal Aid – Head Office;Notre mission est d’assurer  l’accès à la justice aux personnes financièrement admissibles, résidant sur les territoires de Montréal et de Laval, en rendant des services pour faire valoir leurs droits, gratuitement ou avec contribution, dans la mesure prévue par la Loi sur l’aide juridique et la prestation de certains autres services juridiques.;425, boul. de Maisonneuve ouest;Bureau 600;Montréal;Québec;H3A 3K5;;;08h30-16h30;08h30-16h30;08h30-16h30;08h30-16h30;08h30-16h30;;;(514) 864-2111;;;https://www.aidejuridiquedemontreal.ca/en/;;Pour trouver votre bureau local/To locate a local office : http://www.aidejuridiquedemontreal.ca/points-de-services/
LegalAid;;;Barreau du Québec;Le Barreau du Québec s’appuie sur des fondements et des principes de gouvernance, dont une structure politique et administrative assouplie qui contribue à une meilleure cohérence institutionnelle. Représenté par le bâtonnier du Québec, lui et les administrateurs sont élus par scrutin: tous travaillent de concert pour l’accomplissement de la mission de protection du public du Barreau, lequel, chaque année, attribut des prix pour reconnaître l’excellence des membres s’étant le plus distingués.;;;;;;;;08h30-16h30;08h30-16h30;08h30-16h30;08h30-16h30;08h30-16h30;;Lundi à vendredi 08h30 à 16h30 / Monday to Friday 08h30 - 16h30;1 844 227-3790;1 844 954-3411;;https://www.barreau.qc.ca/fr/;infobarreau@barreau.qc.ca;Premier appel gratuit avec un avocat / Free first call with a lawyer
LegalAid;;;Association du jeune barreau de Montreal;Le Jeune Barreau de Montréal (JBM) est un organisme à but non lucratif fondé en 1898 et regroupant les avocat.e.s de 10 ans et moins de pratique inscrit.e.s à la section de Montréal du Barreau du Québec, soit plus de 5 000 membres. Il est dirigé par un Conseil d’administration formé de 15 avocat.e.s qui offrent bénévolement leur temps afin d’assurer la poursuite de ses objectifs, et ce, en collaboration avec ses comités, un secrétariat permanent et plus d’une centaine de bénévoles. Un Conseil des gouverneurs composé de membres éminents de la profession juridique et du monde des affaires agit également à titre de Comité consultatif du JBM.;445, rue Saint-Laurent, Suite RC-03;Suite RC-03;Montréal;Québec;H2Y 3T8;;;;;;;;;;(514) 954-3487;;;https://ajbm.qc.ca/;;Consultations gratuites pour les personnes qui ont reçu un avis d’audition La Cour du Quebec, division des petites créances, Commission des relations de travail, regie du logement, Cour d’Appel. Services gratuites pour les jeunes (12-20 ans) sur mercredi de 16h-18h.
LegalAid;;;Le bureau du Protecteur du citoyen;Notre mission : assurer le respect des droits des citoyens et citoyennes dans leurs relations avec les services publics.;1080, Côte Beaver Hall, 10e étage;;Montréal;Québec;H2Z 1S8;;;08h30-16h30;08h30-16h30;08h30-16h30;08h30-16h30;08h30-16h30;;Lundi à vendredi 08h30 à 12h00, 13h à 16h30;(514) 873-2032;1 800 463-5070;1 866 902-7130;https://protecteurducitoyen.qc.ca/fr;;
LegalAid;;;Commission des droits de la personne;"    Informer le public des droits reconnus par la Charte, par la Loi sur la protection de la jeunesse (LPJ) et par la Loi sur le système de justice pénale pour les adolescents (LSJPA) -     Faire enquête sur des situations de discrimination et d’exploitation (en vertu de la Charte) et sur les atteintes aux droits des enfants et des jeunes (en vertu de la LPJ ou de la LSPJA)    Faire des recommandations au gouvernement du Québec sur la conformité des lois à la Charte et sur toute matière relatives aux droits et libertés de la personne et à la protection de la jeunesse    Produire et favoriser les recherches et les publications sur les droits et libertés de la personne et sur les droits de la jeunesse    Offrir un service-conseil en matière d’accommodement raisonnable aux employeurs et aux décideurs    Veiller au respect des programmes d’accès à l’égalité    Coopérer avec toutes les organisations vouées à la promotion des droits et libertés de la personne, au Québec ou à l'extérieur.";360, rue Saint-Jacques, 2e étage;;Montréal;Québec;H2Y 1P5;Square Victoria;;08h30-16h30;08h30-16h30;08h30-16h30;08h30-16h30;08h30-16h30;;Lundi à vendredi 08h30 à 16h30;(514) 873-5146;;;http://www.cdpdj.qc.ca/fr/Pages/default.aspx;;
LegalAid;;;Commission nationale des libérations conditionnelles;La Commission des libérations conditionnelles du Canada (CLCC) est un tribunal administratif indépendant qui, en tant que partie intégrante du système de justice pénale canadien, prend des décisions judicieuses sur la mise en liberté sous condition et la suspension du casier et formule des recommandations en matière de clémence. La CLCC contribue à la protection de la société en favorisant la réintégration en temps opportun des délinquants comme citoyens respectueux des lois. La sécurité du public est la première considération dans toutes les décisions de la CLCC.;200, boulevard René Lévesque Ouest 10 e étage, bureau 1001;bureau 1001;Montréal;Québec;H2Z 1X4;;;;;;;;;;1 800 874-2652;(514) 283-4584;(514) 283-5484;https://www.canada.ca/fr/commission-liberations-conditionnelles.html;;
LegalAid;;;Curateur public;"At the Curateur public du Québec, we are committed to protecting those who are incapacitated. A person is declared incapacitated when they are unable to care for themselves or administer their property. Their incapacity is established by means of a medical and psychosocial assessment. When the person has a strong social support system, they may not require protective supervision. Their family and friends provide for their welfare. There is also another option: the protection mandate that you can prepare in the event of your incapacity. This is an excellent way to clearly indicate your wishes in the event you become incapacitated. For others, the best solution, despite the fact that it has serious implications for the individual concerned, is protective supervision in the form of a tutorship or curatorship. In such cases, the Court rules on the appropriate protection measure. In some cases, minors who own valuable assets or a large sum of money may be represented by a tutor to the property.";600, boulevard René Lévesque Ouest, bureau 500;bureau 500;Montréal;Québec;H3B 4W9;;;;;;;;;;(514) 873-4074;1 800 363-9020;(514) 873-4972;https://www.curateur.gouv.qc.ca/cura/fr/index.html;;
LegalAid;CommunityLegalClinics;;McGill Legal Info Clinic;La Clinique d’information juridique à McGill (CIJM) est un organisme à but non lucratif opéré par des étudiants en droit qui offre un service d’information juridique bilingue et gratuit. Notre mandat est de fournir de l’information juridique et d’offrir des références à la communauté de McGill ainsi qu’aux populations marginalisées du Québec.;3480, rue McTavish Bureau 107;Bureau 107;Montréal;Québec;H3A 1X9;;;09h00-17h00;09h00-19h00;09h00-17h00;09h00-17h00;09h00-15h00;;Lundi, mercredi, jeudi 9h-17h00, mardi 9h-19h, vendredi 9h-15h00.;(514) 398-6792;;;http://licm.mcgill.ca/;;Over the phone or walk in. Takes about 2 weeks for a law student to research and respond to your question. Does not help with criminal law, tax law, law on major house renovations or construction, or laws outside Quebec.
LegalAid;CommunityLegalClinics;;Barreau de Montréal – Referral Service;La raison d'être du Service de référence est de fournir à toute personne qui en fait la demande (capable d'assumer les frais de services juridiques ou admissible à l'aide juridique), le nom d'un avocat inscrit au service et disposé à offrir une consultation initiale d'une demi-heure contre paiement d'honoraires fixes de 30 $ plus taxes, si applicables. Le service est assuré par des avocats du Barreau de Montréal dont l'expérience couvre tous les domaines du droit. Si le problème exige des services juridiques additionnels et que vous êtes d'accord pour poursuivre l'affaire, vous devrez alors vous entendre personnellement avec l'avocat, tant sur l'étendue du mandat que sur les honoraires à lui verser, lorsqu'il ne s'agit pas d'un mandat d'aide juridique.;;;;;;;;;;;;;;;(514) 866-2490;;;https://www.barreaudemontreal.qc.ca/en/public/referral-service;;30$ pour une consultation de 30 minutes avec un avocat, sur rendez-vous seulement. 30 minute consultation with a lawyer, by appointment only, $30 charge.
LegalAid;CommunityLegalClinics;;Centre de justice de proximité;Promouvoir l’accès à la justice en favorisant la participation des citoyennes et des citoyens, par des services d’information, de soutien et d’orientation, offerts en complémentarité avec les ressources existantes.;407, boulevard Saint Laurent, bureau 410;bureau 410;Montréal;Québec;H2Y 2Y5;;;;;;;;;;(514) 227-3782;;;https://www.justicedeproximite.qc.ca/en/;;Gratuit, RDV pas necessaire. Ils donnent pas d’info sur le telephone. Lundi, mardi et jeudi 9h-17h, mercredi 9h-19h. Ils n’aident pas avec brevet, lois d’un autre pays ou province, ne sont pas specialisé dans les appels, injonction, faillite (bankruptcy), ficalité (tax law), immigration.
